new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ NOUN NOUN PUNCT X NOUN ADP NOUN PUNCT X ADP X
@USER1264 \ WHERE !? \ Quickly looks around for the Pichu . \ WHERE IS IT !? \	NOUN PUNCT NOUN PUNCT PUNCT NOUN VERB ADP ADP DET NOUN PUNCT PUNCT NOUN AUX PRON PUNCT PUNCT
Not looking forward to going back to work tomorrow	PART VERB ADV PART VERB ADV ADP VERB NOUN
RT @USER1344 : Ordering Wine at a Restaurant : The Cheat Sheet URL1277 #wine #winelovers #food URL1136	X X PUNCT ADJ NOUN ADP DET NOUN PUNCT DET PROPN NOUN X X X X X
RT @USER1138 : \ You say you want a Revolution ... \ Hell yeah !!! #Beatles #FeelTheBern #NYPrimary URL624	X X PUNCT PUNCT PRON VERB PRON VERB DET NOUN PUNCT PUNCT PROPN INTJ PUNCT X X X X
@USER23 break the plans we had before let 's be unpredictable	NOUN VERB DET NOUN PRON VERB SCONJ VERB PART AUX ADJ
RT @USER1360 : she 'll show you the world through her eyes URL741	X X PUNCT PRON AUX VERB PRON DET NOUN ADP PRON NOUN X
The Initial step For Internet marketing Success URL1553	DET NOUN NOUN ADP NOUN NOUN NOUN X
RT @USER692 : We can live with the confidence that all of our sins have been washed away . That \u2019s the power of the blood .	X X PUNCT PRON AUX VERB ADP DET NOUN PRON DET ADP PRON NOUN AUX AUX VERB ADV PUNCT PRON VERB DET NOUN ADP DET NOUN PUNCT
Getting ready ... @ Pasco Ephesus Seventh - day Adventist Church URL823	VERB ADJ PUNCT ADP PROPN X X PUNCT NOUN X X X
RT @USER1823 : rebecca mader is so hot .	X X PUNCT NOUN NOUN AUX ADV ADJ PUNCT
RT @USER466 : How modern day learning is evolving thanks to new tech : URL362 #edtech #onlinelearning #elearning URL220 \u2026	X X PUNCT ADV NOUN NOUN NOUN AUX NOUN NOUN ADP ADJ NOUN PUNCT X X X X X PUNCT
RT @USER2367 : If I do n't fwy and your bringing up my name bitch you are BOTHERED and ima keep it real \ud83d\ude02\ud83d\ude02\ud83d\udcaf	X X PUNCT SCONJ PRON AUX PART VERB CCONJ PRON VERB ADP PRON NOUN NOUN PRON AUX NOUN CCONJ VERB VERB PRON ADJ X
The Fight Between Bernie Sanders And Hillary Clinton Is Officially Super Ugly . Very good read . URL1141	DET NOUN NOUN NOUN PROPN CCONJ PROPN PROPN AUX NOUN NOUN ADJ PUNCT ADJ ADJ NOUN PUNCT X
No emergency budget , no activating article 50 , no plan - if this was #Labour in govt #Murdoch & the rest would be fomenting a #coup	DET NOUN NOUN PUNCT DET NOUN NOUN NUM PUNCT DET NOUN PUNCT SCONJ PRON AUX NOUN ADP NOUN NOUN CCONJ DET NOUN AUX AUX VERB DET NOUN
RT @USER1238 : Showing your appreciation of sunshine by sitting outside , tilting your head back , closing your eyes and pretending to be \u2026	X X PUNCT VERB PRON NOUN ADP NOUN ADP VERB ADV PUNCT VERB PRON NOUN ADV PUNCT VERB PRON NOUN CCONJ VERB PART AUX PUNCT
God why these kind of people are still exist . They annoyed me so much . I swear . \ud83d\ude43\u270b\ud83c\udffc\ud83d\ude42	PROPN ADV DET NOUN ADP NOUN AUX ADV ADV PUNCT PRON VERB PRON ADV ADV PUNCT PRON VERB PUNCT X
#SouthBelfast : traffic busy Saintfield Road from Rosetta towards Annadale Avenue / Forestside countrybound	NOUN PUNCT NOUN ADJ NOUN NOUN ADP PROPN X X X PUNCT X X
Ecigs are the febreze for leesville bathrooms \ud83d\ude44	NOUN AUX DET NOUN ADP NOUN X X
RT @USER449 : Any liberal who thinks AR stands for assault rifle and not Armalite , should probably STFU about guns #filibuster	X X PUNCT DET NOUN PRON VERB NOUN NOUN ADP NOUN NOUN CCONJ PART NOUN PUNCT AUX ADV VERB ADP NOUN X
@USER114 no but really bo1 tournaments would get so many teams it would be so much fun	NOUN DET CCONJ ADV NOUN NOUN AUX VERB ADV ADJ NOUN PRON AUX AUX ADV ADV NOUN
Join the Speedway team ! See our latest #CustomerService #job opening here : URL1194 #Greendale , WI #Hiring #CareerArc	VERB DET NOUN NOUN PUNCT VERB PRON ADJ NOUN X NOUN ADV PUNCT X X PUNCT X X X
blessed URL488	PRON NOUN
RT @USER2656 : A silly dragonhardt comic before bed . #overwatch URL878	X X PUNCT DET ADJ NOUN NOUN ADP NOUN PUNCT X X
@USER591 @USER1682 ima be rude but not enough fingies to operate it	PROPN NOUN VERB AUX NOUN CCONJ PART ADJ NOUN PART VERB PRON
RT @USER2468 : Other hairstylist : EXO is doing so well on the charts ! Me : yeah , so happy for them O.H : is EXO famous outside of Korea ? Me : ye \u2026	X X PUNCT X X PUNCT NOUN AUX VERB ADV ADV ADP DET NOUN PUNCT PRON PUNCT INTJ PUNCT ADV ADJ ADP PRON NOUN PUNCT AUX NOUN ADJ ADJ ADP NOUN PUNCT PRON PUNCT PRON PUNCT
Some terrific #Leadership lessons from a proven #leader . URL323	DET NOUN NOUN NOUN ADP DET ADJ NOUN PUNCT X
@USER1681 I promise I will never unfollow you !! \u2764\ufe0f\ud83d\ude0d	PROPN PRON VERB PRON AUX ADV VERB PRON PUNCT X
RT @USER733 : My KC Scout Traffic Alert Cleared : Roadwork on I-470 WB ( East / West ) PAST DOUGLAS ST Message #8252-14783	X X PUNCT PRON NOUN NOUN NOUN X X PUNCT NOUN ADP NOUN NOUN PUNCT PROPN PUNCT NOUN PUNCT X X X X X
i be soo bored at home \ud83d\ude44 i need to get that application asap \ud83d\ude2c\ud83d\udcaf	PRON AUX NOUN ADJ ADP ADV PROPN PRON VERB PART VERB PRON NOUN NOUN X
@USER1878 @USER344 you really deserve it	PROPN PROPN PRON ADV VERB PRON
@USER1455 So you want my number .... That 's romantic AF !!! hahahha .... You should be polite AF when asking things like that !!! hahahha	PROPN ADV PRON VERB PRON NOUN PUNCT PRON AUX NOUN NOUN PUNCT X PUNCT PRON AUX AUX NOUN NOUN ADV VERB NOUN ADP PRON PUNCT X
@USER193 14 exactly	NOUN NUM ADV
I 'm waiting for it URL514	PRON AUX VERB ADP PRON NOUN
@USER1567 this is the funniest thing but the shirt gave me good luck so i dunno if ure gon na get that back buddy	VERB PRON AUX DET ADJ NOUN CCONJ DET NOUN VERB PRON ADJ NOUN ADV PRON VERB SCONJ NOUN VERB PART VERB PRON ADV NOUN
RT @USER806 : This Dog 's Face Was Eaten By Maggots , See The Transformation Now URL1158	X X PUNCT DET NOUN PART NOUN ADV NOUN ADP NOUN PUNCT VERB DET NOUN ADV X
@USER1420 was n't sure if you posted about this , the Frisco Roughriders are wearing gaming themed unis on July 8th . URL1214	NOUN AUX PART ADJ SCONJ PRON VERB ADP PRON PUNCT DET NOUN NOUN AUX VERB NOUN X X ADP PROPN NOUN PUNCT X
RT @USER2363 : \ud83d\udc3a LITTLE TEETH RETURNS 3/4 \ud83d\udc39 written by @USER1900 art by me ! ty @USER551 @USER2459 URL944 URL219 \u2026	X X PUNCT X X X X X X VERB ADP NOUN NOUN ADP PRON PUNCT X X X X X PUNCT
@USER803 \ If it 's with you then I do n't mind - \	NOUN PUNCT SCONJ PRON AUX ADP PRON ADV PRON AUX PART NOUN PUNCT PUNCT
Try this Easy Chicken Cordon Bleu #recipe using @USER1049 . #PerdueCrew #promotion - URL647 URL249	VERB PRON ADJ NOUN NOUN X NOUN VERB NOUN PUNCT X X PUNCT X X
RT @USER59 : Aisle marking tape Archives | URL1187	X X PUNCT X X NOUN X SYM X
RT @USER282 : Remember when you lay your head down at night that life is precious . And if you 're blessed enough to wake up again remind \u2026	X X PUNCT NOUN ADV PRON VERB PRON NOUN ADV ADP NOUN DET NOUN AUX NOUN PUNCT CCONJ SCONJ PRON AUX VERB ADJ PART VERB ADP ADV VERB PUNCT
that \ what 'd I do ? look at her ! \ by Stecklein , lol	PRON PUNCT PRON AUX PRON VERB PUNCT VERB ADP PRON PUNCT PUNCT ADP PROPN PUNCT INTJ
RT @USER930 : I started something , I forced you into a zone and you were clearly never meant to go .	X X PUNCT PRON VERB PRON PUNCT PRON VERB PRON ADP DET NOUN CCONJ PRON AUX NOUN ADV VERB PART VERB PUNCT
RT @USER1929 : Philosophy - Cambridge University | Psychology & Social ... URL1164 #psychologysocialscience	X X PUNCT NOUN PUNCT NOUN PROPN SYM NOUN CCONJ ADJ PUNCT X X
RT @USER18 : Will D #French #Senate demand FM #Zarif 2end persecution of Christians in #Iran ? #directsenat #no2rouhani #FreeIran URL0 \u2026	X X PUNCT AUX PROPN NOUN NOUN VERB NOUN NOUN X NOUN ADP NOUN ADP X PUNCT X X X X PUNCT
Going to Dj Friday 's parties is just girls excuse to dress up & look cute , do n't even enjoy them anymore	VERB ADP PROPN PROPN PART NOUN AUX ADV NOUN NOUN PART VERB ADP CCONJ VERB ADJ PUNCT AUX PART ADV VERB PRON ADV
RT @USER764 : Does it count as drinking alone if you 're watching the series finale of Buffy ( again ) , you 're folding laundry and your cat is \u2026	X X PUNCT VERB PRON VERB SCONJ NOUN ADV SCONJ PRON AUX VERB DET NOUN NOUN ADP NOUN PUNCT ADV PUNCT PUNCT PRON AUX NOUN NOUN CCONJ PRON NOUN AUX PUNCT
I miss the feeling of you missing me	PRON VERB DET NOUN ADP PRON VERB PRON
RT @USER1998 : joshua almost cried so vernon rubbed his back to calm him down omg i find this so so cute URL1072	X X PUNCT NOUN ADV NOUN ADV NOUN VERB PRON ADV PART ADJ PRON ADV INTJ PRON VERB PRON ADV ADV ADJ X
go to bet ?? \u2661	VERB PART VERB PUNCT SYM
School is so stressful	NOUN AUX ADV NOUN
OneRepublic - Counting Stars URL681 via @USER1490	NOUN PUNCT NOUN NOUN NOUN ADP PROPN
These mfs got me fucked up if they think they bouts give me another blood transfusion	DET NOUN VERB PRON VERB ADP SCONJ PRON VERB PRON VERB VERB PRON DET NOUN X
@USER1449 He knows the game as well as anybody . That 's always been true .	PROPN PRON VERB DET NOUN ADP ADV ADP NOUN PUNCT PRON AUX ADV AUX ADJ PUNCT
\ud83d\ude02 shame he 's a professional wankster URL506	SYM NOUN PRON AUX DET ADJ NOUN X
really cool ! URL1011	ADV ADJ PUNCT X
The best is the enemy of good . - Voltaire #quote #winwithjohn	DET ADJ AUX DET NOUN ADP ADJ PUNCT PUNCT X X X
RT @USER891 : @USER2114 well , I happen to be a pro PJ , did n't you know ? I learned 4 songs , more or less . I know , pretty impressive .	X X PUNCT NOUN INTJ PUNCT PRON VERB PART AUX DET NOUN NOUN PUNCT AUX PART PRON VERB PUNCT PRON VERB NUM NOUN PUNCT ADJ CCONJ ADJ PUNCT PRON VERB PUNCT ADV NOUN PUNCT
RT @USER1158 : Sidney Crosby joins Joe Sakic as only players in history with Olympic Gold World Jr. Gold World Champ Stanley Cup Hart Troph \u2026	X X PUNCT X X X X NOUN ADP ADV NOUN ADP NOUN ADP NOUN NOUN PROPN PROPN PROPN PROPN NOUN X X X X PUNCT
RT @USER2466 : Quick subs of SNSD cut on today 's Slam Dunk episode ^^ [ ENG SUB ] SNSD CUT - KBS SISTER 'S SLAM DUNK EP7 URL452 \u2026	X X PUNCT ADJ NOUN ADP PROPN VERB ADP NOUN PART NOUN X NOUN X PUNCT X X PUNCT PROPN X PUNCT X X PART NOUN X X X PUNCT
RT @USER64 : I hate when ppl says \ nak tanya ni \ but suddenly \ em tade pape la \ . Lol I 'm freaking curious abt what they want to ask me .	X X PUNCT PRON VERB ADV NOUN VERB PUNCT X X X PUNCT CCONJ NOUN PUNCT PRON NOUN X X PUNCT PUNCT INTJ PRON AUX VERB ADJ ADP PRON PRON VERB PART VERB PRON PUNCT
Two cars hit and we are n't even drunk yet \ud83d\ude02 @USER1658 @USER1394 .	NUM NOUN VERB CCONJ PRON AUX PART ADV NOUN ADV SYM X X PUNCT
Pablo Sandoval religiously followed the El Guapo diet and exercise plan during the offseason .	NOUN NOUN NOUN VERB DET PROPN NOUN NOUN CCONJ NOUN NOUN ADP DET NOUN PUNCT
RT @USER453 : Childhood Fantasy Destroyed By The Sinister Origins Of These 15 Disney Movies ! URL683 URL1272 \u2026	X X PUNCT X X X ADP DET NOUN NOUN ADP ADJ NUM PROPN NOUN PUNCT X X PUNCT
RT @USER2012 : How is he so effortlessly beautiful ? These are candid ? He is so soft ? URL959	X X PUNCT ADV AUX PRON ADV NOUN ADJ PUNCT DET AUX NOUN PUNCT PRON AUX ADV NOUN PUNCT X
RT @USER290 : Printable Zentangle Colouring Page Seahorse by thecrayonkitchen URL1349 #etsymntt #ESkids #craftbuzz #ep \u2026	X X PUNCT ADJ NOUN X X X ADP PROPN X X X X X PUNCT
Congratulations to @USER1154 for winning #SJA #MedicalFirstResponders #Ontario #Championship . #LdnOnt URL1071	NOUN PART NOUN ADP VERB NOUN X X X PUNCT X X
Oil and Gas ETFs Update . Select Oil and Gas ETFs at URL1282 or visit URL413	NOUN CCONJ NOUN NOUN NOUN PUNCT NOUN NOUN CCONJ NOUN NOUN ADP NOUN CCONJ NOUN X
RT @USER2449 : Limited Pre-Order : Kim Jae Joong NO.X Hologram Seoul Concert Official Goods worldwide shipping more details pls DM >> ht \u2026	X X PUNCT X X PUNCT PROPN X X X X X PROPN PROPN NOUN ADV NOUN ADJ NOUN INTJ X PUNCT X PUNCT
I Ai n't had sex in while had dream lil vagina 's was chasing me	PRON NOUN PART VERB NOUN ADP SCONJ VERB NOUN ADJ NOUN PART AUX VERB PRON
RT @USER2295 : Church is designed to be a community of friends , where people are not judged , but loved , accepted and welcomed home .	X X PUNCT NOUN AUX NOUN PART AUX DET NOUN ADP NOUN PUNCT ADV NOUN AUX PART NOUN PUNCT CCONJ VERB PUNCT VERB CCONJ NOUN ADV PUNCT
RT @USER1206 : The * ALL NEW * URL233 will be available to all customers at 10:45 pm PST \ud83d\ude05\ud83d\ude4c\ud83c\udffd ! Shop with us TONIGHT \ud83d\udd25 ht \u2026	X X PUNCT DET PUNCT DET ADJ PUNCT NOUN AUX AUX ADJ ADP DET NOUN ADP PROPN NOUN PROPN NOUN PUNCT PROPN ADP PRON NOUN X X PUNCT
Most of supercells music makes me emotional	ADJ ADP NOUN NOUN VERB PRON ADJ
RT @USER2293 : Yall never forget this beautiful legendary moment URL1537	X X PUNCT PRON ADV VERB PRON ADJ NOUN NOUN X
@USER2639 catching all passes . Might throw some spirals	NOUN VERB DET NOUN PUNCT X VERB DET NOUN
RT @USER1533 : Hell yeah ... Same URL1398	X X PUNCT NOUN INTJ PUNCT ADJ NOUN
RT @USER1288 : \ Life After Winning The Power Ball \ URL1232	X X PUNCT PUNCT NOUN ADP NOUN DET NOUN NOUN PUNCT X
RT @USER823 : The face @USER1569 makes when he rolls a gutter ball \ud83d\ude02\ud83c\udfb3 URL1245	X X PUNCT DET NOUN NOUN VERB ADV PRON VERB DET NOUN NOUN X X
RT @USER2156 : Only a few days left ... :) @USER1793 @USER1726 Photo vs Drawing : I try to work precise :) URL489	X X PUNCT ADV DET ADJ NOUN ADJ PUNCT SYM X X NOUN PROPN NOUN PUNCT PRON VERB PART VERB ADJ SYM X
RT @USER1283 : { Preview } 160404 Qianxi @ OPPO R9 CF #Shooting Cr. as tagged URL710	X X PUNCT X X X X X ADP X X X X X ADP NOUN X
RT @USER1372 : Follow & retweet for the love of #prettyporn~ So close to reaching 6 k followers ! URL784	X X PUNCT VERB CCONJ VERB ADP DET NOUN ADP NOUN ADV ADJ ADP NOUN NUM NUM NOUN PUNCT X
OMG I have hope :')	INTJ PRON VERB VERB SYM
My Twitter is worth $ 24,120.00 today . Find Out Your Vanity Twitter Value Free - Click Here ==> URL342 #freefollowers	PRON PROPN AUX NOUN SYM NOUN NOUN PUNCT VERB ADP PRON NOUN PROPN X ADJ PUNCT NOUN ADV X X X
\ Storm Surf \ Tee inspires us all that no matter what the conditions , being in the water is where \u2026 URL1230	PUNCT NOUN NOUN PUNCT NOUN VERB PRON DET PRON DET VERB PRON DET NOUN PUNCT AUX ADP DET NOUN AUX ADV PUNCT X
@USER429 Hey Michelle what 's going on ? #StateOfWomen	PROPN INTJ VERB PRON AUX VERB ADP PUNCT X
RT @USER518 : So proud of how hard @USER770 have worked to keep #hellomynameis alive in the organisation ... URL1088	X X PUNCT ADV ADJ ADP ADV ADJ NOUN AUX VERB PART VERB NOUN NOUN ADP DET NOUN PUNCT X
RT @USER17 : Just because I 'm on Twitter does n't mean I 'm taking texts right now .	X X PUNCT ADV SCONJ PRON AUX ADP PROPN AUX PART VERB PRON AUX VERB ADJ ADV ADV PUNCT
RT @USER1913 : you really need both type of friends URL1060	X X PUNCT PRON ADV VERB DET NOUN ADP NOUN X
RT @USER1735 : She is art . You do n't have to understand her . She was n't built to validate your opinion . Accept her for the beautiful ambiguit \u2026	X X PUNCT PRON AUX NOUN PUNCT PRON AUX PART VERB PART VERB PRON PUNCT PRON AUX PART VERB PART VERB PRON NOUN PUNCT VERB PRON ADP DET ADJ NOUN PUNCT
@USER1729 @USER673 serious question : what 's the deal with the turtle comments ?	NOUN NOUN ADJ NOUN PUNCT PRON AUX DET NOUN ADP DET NOUN NOUN PUNCT
@USER901 @USER1093 Lmao welp . We know he 's either a virgin or he sucks in bed	PROPN PROPN INTJ NOUN PUNCT PRON VERB PRON AUX VERB DET NOUN CCONJ PRON ADV ADP NOUN
* CAUTION * if you 've received snaps like these from @USER2446 , you 're not special , you have been mass snapped URL1077	PUNCT NOUN PUNCT SCONJ PRON AUX NOUN NOUN ADP DET ADP NOUN PUNCT PRON AUX PART ADJ PUNCT PRON AUX AUX ADJ X X
@USER2378 trump i do nt like the sound of that	PROPN PROPN PRON AUX PART VERB DET NOUN ADP PRON
RT @USER463 : Close Enough ! URL660	X X PUNCT NOUN ADJ PUNCT X
How much Faith does the Pope have ?	ADV ADV NOUN AUX DET NOUN VERB PUNCT
RT @USER1062 : \u201c Whatever you do , never run back to what broke you . \u201d	X X PUNCT PUNCT NOUN PRON VERB PUNCT ADV VERB ADV ADP PRON VERB PRON PUNCT PUNCT
Probably the duff	ADV DET NOUN
As soon as I did lightning stuck really dang close	ADV ADV SCONJ PRON AUX NOUN VERB ADV ADJ ADJ
@USER2131 ( if my mom lets but she probably will though lmao )	NOUN PUNCT SCONJ PRON NOUN VERB CCONJ PRON ADV AUX ADV INTJ PUNCT
either 1 bc black af or 4 bc gay and hot af URL876	ADV NUM NOUN ADJ NOUN CCONJ NUM NOUN ADJ CCONJ ADJ NOUN X
THE HERSHEY 'S WORLD WILL BE THE DEATH OF ME	DET NOUN PART NOUN AUX AUX DET NOUN ADP PRON
RT @USER748 : Ca n't stop a nigga when you know he on a mission	X X PUNCT AUX PART VERB DET NOUN ADV PRON VERB PRON ADP DET NOUN
RT @USER635 : can u name them ? #ALDUBGetThemLolaTini URL1097	X X PUNCT AUX PRON VERB PRON PUNCT X X
RT @USER1282 : Lots of hate towards K-Pop fans right now . If you want your favs to win then vote hard like them . No need for racist comme \u2026	X X PUNCT NOUN ADP VERB NOUN PROPN NOUN ADV ADV PUNCT SCONJ PRON VERB PRON NOUN PART VERB ADV VERB ADJ ADP PRON PUNCT DET VERB ADP ADJ NOUN PUNCT
RT @USER1928 : @USER530 #FindGodWithin Happy Propose day Guru ji URL1078	X X PUNCT X NOUN ADJ NOUN NOUN X X X
RT @USER2232 : I know I will never be everyones 's cup of tea but I would like to be someone 's custom made drink .	X X PUNCT PRON VERB PRON AUX ADV AUX NOUN PART NOUN ADP NOUN CCONJ PRON AUX VERB PART AUX PRON PART NOUN VERB NOUN PUNCT
I wan na hear you myself . Forget the TL . URL466	PRON VERB PART VERB PRON PRON PUNCT VERB DET PROPN PUNCT X
RT @USER289 : Never forget . The whole of a religious group should n't be judged by the extreme actions of a few within their ranks . URL219 \u2026	X X PUNCT ADV VERB PUNCT DET ADJ ADP DET NOUN NOUN AUX PART AUX VERB ADP DET ADJ NOUN ADP DET ADJ ADP PRON NOUN PUNCT X PUNCT
RT @USER1781 : Me : * is dead * Louis and Harry : plays rock paper scissors , Harry touches Louis ' hand Me : URL721	X X PUNCT PRON PUNCT PUNCT AUX ADJ PUNCT PROPN CCONJ PROPN PUNCT VERB NOUN NOUN NOUN PUNCT PROPN NOUN PROPN PUNCT NOUN PRON PUNCT X
@USER2068 I think your all just mad now because I spilled the truth on it .. Devan always seems to get left overs with who he 's with \ud83c\udf1a	PROPN PRON VERB PRON DET ADV ADJ ADV SCONJ PRON VERB DET NOUN ADP PRON PUNCT NOUN ADV VERB PART VERB ADJ NOUN ADP PRON PRON AUX ADP SYM
RT @USER1085 : I cant believe yall never been to this part of Omaha \ud83e\udd14 URL1163	X X PUNCT PRON AUX VERB PRON ADV AUX ADP DET NOUN ADP NOUN SYM X
@USER1741 Ok but Hannigan is a JAG . Leon has some energy , decent arm and surprising bat .	PROPN INTJ CCONJ NOUN AUX DET NOUN PUNCT NOUN VERB DET NOUN PUNCT NOUN NOUN CCONJ NOUN NOUN PUNCT
RT @USER2593 : mi abuela Maria so annoying smh URL1069	X X PUNCT X PROPN PROPN ADV ADJ INTJ X
RT @USER1858 : It 's all starting !!!!! @USER1076 @USER46 @USER1029 #blessed first table Read ! URL1557	X X PUNCT PRON AUX DET NOUN PUNCT X X X X ADJ NOUN NOUN PUNCT X
DDO woman living with mould / collapsed ceiling after flooding Feb 15 in vacant unit above . Condo assoc. denying resp. URL902	NOUN NOUN VERB ADP NOUN PUNCT NOUN NOUN ADP NOUN NOUN NUM ADP NOUN NOUN ADP PUNCT X X X X X
@USER519 @USER1903 This deserves many favorites .	PROPN VERB PRON VERB ADJ NOUN PUNCT
RT @USER1546 : If this is n't me then what is URL1414	X X PUNCT SCONJ PRON AUX PART PRON ADV PRON AUX X
I will do what you want on my cam . URL411 #threesome #bootylicious #sexdating #pussyfuck URL616	PRON AUX VERB PRON PRON VERB ADP PRON NOUN PUNCT X X X X X X
When 's it going to be my turn to have a cute relationship with someone who actually cares for me ://	ADV AUX PRON VERB PART AUX PRON NOUN PART VERB DET ADJ NOUN ADP PRON PRON ADV VERB ADP PRON SYM
I 'm ALIVE ! Fucking cold you can go to hell ...	PRON AUX NOUN PUNCT VERB NOUN PRON AUX VERB ADP NOUN PUNCT
RT @USER433 : Most laugh tracks for TV were recorded in the 1950s , which means many of the people you hear laughing are dead .	X X PUNCT ADJ NOUN NOUN ADP NOUN AUX NOUN ADP DET NOUN PUNCT PRON VERB ADJ ADP DET NOUN PRON VERB NOUN AUX ADJ PUNCT
RT @USER2233 : Gun violence causes 30,000 deaths a year , but some refuse to call it a legitimate public health issue #yourmiccheck URL612 \u2026	X X PUNCT NOUN NOUN NOUN ADP NOUN DET NOUN PUNCT CCONJ DET NOUN PART VERB PRON DET ADJ NOUN NOUN NOUN NOUN X PUNCT
Ii Guess Ii Wo n't Be Getting What Ii Want Tonight ..	PROPN VERB NOUN NOUN PART AUX VERB PRON NOUN VERB NOUN PUNCT
RT @USER1599 : 1D stans starter pack URL306	X X PUNCT X X X NOUN X
RT @USER1001 : 6 ) WITH YOU WAS MY FUCKING JAM URL1361	X X PUNCT NUM PUNCT ADP PRON AUX PRON ADJ NOUN X
RT @USER1153 : do you ever just look at yourself in snapchat front camera and just stare and that s it URL1103	X X PUNCT VERB PRON ADV ADV VERB ADP PRON ADP PROPN NOUN NOUN CCONJ ADV NOUN CCONJ PRON AUX PRON X
RT @USER654 : Former Bush Treas Sec ( & China hand ) Hank Paulson sets example that should shame the Vichy Republicans URL1146 \u2026	X X PUNCT PROPN PROPN NOUN NOUN PUNCT CCONJ PROPN NOUN PUNCT X X X X PRON AUX VERB DET NOUN X X PUNCT
RT @USER501 : beach party with @USER450 and @USER1886 looks fun af \u2600\ufe0f \ud83c\udf34 #AIMHvideo URL457 URL1365	X X PUNCT NOUN NOUN ADP PROPN CCONJ NOUN VERB NOUN NOUN X X X X X
RT @USER1391 : Now Northern Ireland and Polish fans are fighting in Nice ! URL1472	X X PUNCT ADV NOUN NOUN CCONJ ADJ NOUN AUX VERB ADP ADJ PUNCT X
RT @USER1131 : Wait omg I had no clue people were WATCHING \ud83d\udc40 URL1225	X X PUNCT VERB INTJ PRON VERB DET NOUN NOUN AUX X X X
RT @USER2058 : Hashtag national have an excuse to get drunk off wine day	X X PUNCT NOUN NOUN VERB DET NOUN PART VERB NOUN ADP NOUN NOUN
